text,true_claims
"In a statement accompanying the release of the study, Dr. Huber said the results were important because the overall measure of cyclone activity, whether through more intense storms or more frequent storms, had doubled with a one-quarter-degree increase in average global temperature.",['0_0_0']
"Pio XI Glacier, the largest glacier of the Patagonian ice field, has been advancing for years.",['1_1_4']
"The recently released National Academy of Sciences report on climate change has wrongly been characterized as proving humans are a significant culprit. The reality is, it does no such thing.","['2_0_0,', '5_1_0']"
"We have witnessed Antarctic ice grow to records levels since 
satellite monitoring began in the 1970s. We have witnessed NASA 
temperature data errors that have made 1934--instead of 1998--the 
hottest year on record in the United States. We have seen global 
average temperatures flat line since 1998 and the Southern Hemisphere 
cool in recent years.","['1_4_0', '5_3_0', '1_1_1']"
"shows that climate models can and do simulate short, 10- to 12-year hiatus periods with minimal warming, even when the models are run with historical increases in greenhouse gases and sulfate aerosol particles. tropospheric temperature records must be at least 17 years long to discriminate between internal climate noise and the signal of human-caused changes in the chemical composition of the atmosphere.",['0_0_0']
"Of most concern, Harig said, is that this massive and accelerating loss occurred along West Antarctica's Amundsen Sea, particularly Pine Island and the Thwaites Glacier, where heavy losses had already been recorded. An iceberg more than 2,000 square miles in size broke off from the Thwaites Glacier in 2002.",['0_0_0']
"Michaels analyzed recent scientific articles that have been claimed as evidence that rising temperatures are reducing habitats for butterflies, penguins, polar bears, and toads. In each case, he showed that either temperatures were not rising in the specific habitats or habitat for the specific species had actually expanded.",['3_2_0']
"emagazineindia.com - Global warming killing 150,000 more people in poor countries: WHO Copenhagen, March 12 Around 150,000 deaths now occur in low-income countries each year due to climate change that causes crop failure and malnutrition, diarrhoea, malaria and flooding, says the World Health Organisation (WHO). Almost 85 percent of these excess deaths are among young children, WHO spokesperson Sari Setiogi said Thursday.",['0_0_0']
"Finally, there is the problem of enforcement of any international agreement. If countries do not adhere, then global mitigation objectives cannot be met, and new rounds of negotiations become necessary. Global GHG emissions-detection technologies may be insufficient to identify breaches when there are many sources of the GHG that vary in size, location, timing, production technologies, and sectors.",['4_2_6']
"EPA Offers Draconian ""Guidance"" for Global Warming Energy Restrictions",['4_1_5']
Scientists say it is too late to stop climate change. Greenhouse gas emissions are expected to heat the planet’s surface by another three or four degrees by 2100,['4_3_2']
"Carbon is an essential part of natural and man-made systems. However, carbon dioxide becomes a pollutant when the concentration in the atmosphere results in harm to the functioning of the Earths climate system. The current global concentration of carbon dioxide is almost 400 parts per million (ppm), well beyond the natural range of the last 800,000 years of between 172 and 300 ppm. While many pollutants occur naturally, it is not until they reach a certain level of concentration that they become harmful. The harmful impacts of increases in carbon dioxide are already being observed, including warming of the Earths climate system and increasing acidity of the oceans. Coal-fired power stations are a major source of anthropogenic carbon dioxide emissions globally.",['0_0_0']
"The legislation I am introducing today represents a necessary first 
step toward the implementation of such a cap and trade system to 
address global climate change. If severe emissions reduction 
requirements in a cap and trade system take effect before the carbon 
capture and storage technologies are available, the effect on coal 
fired utilities in particular would be severe. They would rapidly 
switch from coal to other fuels. Such fuel switching would 
significantly increase electricity prices to the severe detriment of 
both residential and industrial electricity consumers. Fuel switching 
from coal would most likely result in far greater uses of natural gas 
for electricity generation, severely stressing an already constrained 
natural gas supply and dramatically increasing natural gas prices.
","['4_1_1', '7_3_0']"
