text,true_claims
"Many classic papers in the infancy of ecology were conducted using limited replication; future research then built on their findings to improve our knowledge. The same phenomenon is occurring here in ocean acidification research and the same process of refinement will likely occur in other fields of research in the future if it has not already. The money spent by governments on ocean acidification was, in most cases, spent wisely. The same findings that appear in many of the first classic papers have been repeated using appropriate experimental methods. As well as in the laboratory studies we examined, these findings have also been represented in field experiments. It is now clear that ocean acidification will negatively impact marine ecosystems through alteration of the behaviour of many fish and invertebrate species, and through reductions in the calcification of many (but not all) calcifying species. The key now is for ocean acidification research to continue to improve and provide a benchmark for other fields of research.",['0_0_0']
"Rising carbon dioxide levels will most likely cause the global average temperature to rise two degrees by 2052, the Club of Rome think tank has said in a report.",['0_0_0']
"Global sea level rise has been a persistent trend for decades. It is expected to continue beyond the end of this century, which will cause significant impacts in the United States. Scientists have very high confidence (greater than 90% chance) that global mean sea level will rise at least 8 inches (0.2 meter) and no more than 6.6 feet (2.0 meters) by 2100.",['0_0_0']
"9 Were heading into an ice age Worry about global warming impacts in the next 100 years, not an ice age in over 10,000 years.",['0_0_0']
"Mr Garrett insisted global warming was causing ice losses throughout Antarctica. 'I don't think there's any doubt it is contributing to what we've seen both on the Wilkins shelf and more generally in Antarctica,' he said.",['0_0_0']
"There is no longer any doubt that the purported tropical hot spot simply does not exist. Thus, EPAs theory as to how CO2 affects global average surface temperature has been falsified.",['2_3_5']
"The decadal mean planetary energy imbalance, 0.75 W/m 2 , includes heat storage in the deeper ocean and energy used to melt ice and warm the air and land. 0.85W/m 2 is the imbalance at the end of the decade.",['0_0_0']
The recently released paper by Steig et al (2009) Warming of the Antarctic ice-sheet surface since the 1957 International Geophysical Year generated a lot of buzz on the climate blogs today.,['0_0_0']
Following is a chart showing the definite physical relationship between atmospheric carbon dioxide and sea surface temperatures.,['0_0_0']
"As mentioned above, in the case of the cold depths of outer space surrounding the Earths solar-heated surface, ANY infrared absorber that gets between the Earths surface and space will cause the surface to warm.",['0_0_0']
"The Foundation says the average level of pH at the ocean surface has dropped from 8.2 to 8.1 units, rendering the oceans more acidic than they have been for 20 million years,",['0_0_0']
"Figure 9.5 shows that simulations that incorporate anthropogenic forcings, including increasing greenhouse gas concentrations and the effects of aerosols, and that also incorporate natural external forcings provide a consistent explanation of the observed temperature record, whereas simulations that include only natural forcings do not simulate the warming observed over the last three decades.",['0_0_0']
"The retreat of glaciers since 1850, worldwide and rapid, affects the availability of fresh water for irrigation and domestic use, mountain recreation, animals and plants that depend on glacier-melt, and in the longer term, the level of the oceans. Studied by glaciologists, the temporal coincidence of glacier retreat with the measured increase of atmospheric greenhouse gases is often cited as an evidentiary underpinning of anthropogenic (human-caused) global warming. Mid-latitude mountain ranges such as the Himalayas, Alps, Rocky Mountains, Cascade Range, and the southern Andes, as well as isolated tropical summits such as Mount Kilimanjaro in Africa, are showing some of the largest proportionate glacial loss.",['0_0_0']
